input,target
"We are working with a Mortgage Broker, Horizon Lending Services LLC NMLs # XXXX, that has changed the terms of our loan the business day before we were to close. I will attach later the email chain in which we are told that we are locked as well as the GFE that shows an increase in the points they want us to pay. Because this is so last minute, we stand to lose a deposit of {$21000.00}. I asked several times for a GFE, and now realize the reason she sent the information in a different format was just so she could change it at the last minute and expect us to pay.",Loan issues
Bank of America is charging me an astronomical fee for insurance that has lapsed for 11 months in 2018. I can not get insurance with a company due to the fact that the time has already passed. This should be against the law.,Loan issues
My payment for XXXX was returned. They charged me {$40.00} return fee and {$25.00} late fee. I paid my regular mortgage payment plus both fees and even now they are still saying I have fees on the account. This company is predatory and need to stop fleecing consumers.,Loan issues
My complaint is against the company that holds mortgage Bay view Loan Servicing. The company is very unprofessional and is always providing incorrect information and misplacing documents. However this complaint is reference to harassing collection call. My mortgage is due on the XXXX of each month and I have a grace period till XXXX of each month. Bay view begins making collections call on the XXXX. The calls are excessive 6 -- 7 calls a day every hour on the hour. I understand that the payment is late but this has to be some form of harassment. One call and a message is appropriate. Please contact this company about their collection call process.,Loan issues
"Loan is seriously overdue and approaching foreclosure. I think this was predatory lending and loan has been sold to XXXX companies. I have repeated ask for sale in lue, short sale, and other options because I have problems paying mortgage since I moved away during a military move and I have recently divorced. The Mortgage also has PMI insurance. The company has stated that they could not attempt to modify the loan before because I needed to show a good payment history. I have not been able to maintain a good payment history and that is a part of the problem. I am currently XXXX to XXXX as a XXXX and really need help keeping this loan our of foreclosure.",Loan issues
"I closed on a loan XX/XX/XXXX with Guaranteed Rate.com. First payment was due XX/XX/XXXX. I mailed the payment on XX/XX/XXXX and it cleared my bank on XX/XX/XXXX. The mortgage was sold effective XX/XX/XXXX to XXXX XXXX. The new servicer, XXXX XXXX claims I was late in XXXX because my payment was never sent. I made another payment on XX/XX/XXXX so I would not be reported as late. So far I made 2 payments and XXXX XXXX is getting a third payment on XX/XX/XXXX. What can I do? Guaranteed Rate is the worst mortgage company I have ever dealt with. They pass you around from one department to the next and then tell me I have to go to the original department, servicing. I already waited over 20 minutes for servicing and they want me to start again.",Loan issues
Well my mortgage was under XXXX lending services at the time my insurance was still active once they transferred my mortgage over to fay servicing they cancelled my insurance an was turn over to fay servicing I was never informed of the change of insurance an taxes.they just kept taking payment an increasing my mortgage payment I resently changed my insurance an now my monthly payment of my mortgage just increased ..,Loan issues
"I have repeatedly asked Caliber representatives to provide me, in writing or on their website, the breakout of my monthly mortgage payment - escrow portion. They refuse and will only provide TOTAL escrow amount of monthly payment. I believe as a consumer, it is my right to know how the combined monthly escrow amount is apportioned.",Loan issues
"There are THOUSANDS OF COMPLAINT 'S FOR ( NATIONSTAR ) MORTGAGE? / DEBT COLLECTOR XXXXLOOK this UP Avoid being CHEATED OUT OF YOUR HOME BEFORE IT 'S TOO LATE Fraud the scam is REAL, It 's happing Know.",Loan issues
"Hello, About 1 week ago, I received a letter from Loan Dept. my acct # XXXX, stating that I am {$180.00} short in my escrow account, which is strange, since I have a balance of XXXX they would charge me XXXX dollars more a month for a year to make up the difference, I did the math, that comes out to {$380.00}, which is {$200.00} more than the original {$180.00}. Is this Loan Depot or XXXX XXXX? I am on a limited budget, my main source of income is XXXX, and can not afford any unnecessary increase",Loan issues
"I sold property on XX/XX/XXXX, Escrow closed Aimloan in full, meanwhile aimloan paid an insurance premium for next year ( XXXX ) in the amount of {$900.00} on XX/XX/XXXX. I had informed them that not to pay as I was selling property, So Insurance company ( XXXX XXXX ) returned the check back to Aimloan, because the account was closed. I have been contacting Aimloan insurance dept every week and there were no solid answers or action from them, I haven't received {$900.00} yet from them after 3 months. In my last conversation with representative, I was told that insurance dept mailed a check on XX/XX/XXXX, but it's almost 3 weeks now and I haven't received it, so I don't believe that it's really mailed. If you can help me to get my {$900.00} back would be really appreciated.",Loan issues
"Capital One N.A . -Alleged Creditor actually a misconduct debt collector who violated Federal Consumer Laws FDCPA. 
My house was stolen by a well-orchestrated group of people from a BK Judge XXXX XXXX to debt collectors - collecting not on a real estate loan but an unsecured debt. The debt collector XXXX XXXX XXXX dba XXXX XXXX, Captial One N.A., XXXX XXXX owner of XXXX XXXX XXXX XXXX XXXX XXXX XXXX, XXXX XXXX XXXX and XXXX XXXX servicer of XXXX. 
Please refer to my letter for the illegal seizure of my home - all debt collectors violating FDCPA to seize my home and equity. I was eligible for Quiet Title and was continually bullied and endured Legal Abuse Syndrome. I am handicapped already ; I receive SSI. These people took advantage of my condition.",Loan issues
"i have submitted a complaint once already about shell point mortgage and they responded by sending me a letter saying they received the complaint and were sorry, they said they were looking into the matter and would send me an update on my file asap. I still have not received anything they still wo n't return my phone calls and my home is going to sheriffs sale on XXXX/XXXX/2016 I finally got an e-mail from them last night at XXXX saying that my case was under review and to call with any questions I tried calling anyone I talked to could n't help me they had to transfer me to a specialist who is never there and never returns phone calls now I am down to the last min to get something done and I ca n't do a dam thing because they refuse to do there jobs. ( so much for keeping my home )",Loan issues
"PLANET HOME LENDING IS ATTEMPTING TO FORECLOSURE ON MY PROPERTY XX/XX/XXXX WITH AN ASSIGNMENTS THAT ROBO SIGNED. MY SECURITY DEED WAS RECORD WITH XXXX in XXXX.There is a gap in the chain of title.The assignments were created after the Corporations were dissolved. XXXX, and XXXX both signed as Vice President on the assignment dated XX/XX/XXXX both of them are well known robo signers, and the assignment that is recorded XX/XX/XXXX is also fraudulent with XXXX transferring alleged ownership to Planet Home Lending. Fraud is clearly present in the recording of the ownership.",Loan issues
"I sold my house on XX/XX/2020. I attempted to stop the auto draft for the payment on XX/XX/XXXX, by notifying Dovenmuehle that they were not authorized to charge my account. They charged it anyway, despite the loan being paid in full during closing. They owe this payment back, totaling {$1900.00} After closing, they also owe my escrow refund in total of {$5700.00} The total amount owed to me is {$7600.00} I have made multiple calls to Dovenmuehle regarding these refunds and no progress has been made. I have still not received checks, over 30 days out of closing. Dovenmuehle claims the checks were made on XX/XX/2020, but here I am on XX/XX/2020 without any check. 

Every time I call, there is a new excuse as to why.",Loan issues
"I have asked Shellpoint Mortgage Servicing repeatedly for an escrow accounting. They have sent me all sorts of conflicting documents and have changed my escrow amount by over {$800.00} per month without an accounting. I want an escrow analysis showing how my escrow payment was calculated and how the monies collected were disbursed. I have asked for this via email and got automated acknowledgement on the following dates below. Shellpoint assumed debt servicing on XX/XX/XXXX from XXXX  XXXX XXXX and has since sold the loan to another company effective XX/XX/XXXX. With change in servicing to yet another company, getting an official accounting of my escrow will be virtually impossible. 

XX/XX/XXXX XX/XX/XXXX XX/XX/XXXX XX/XX/XXXX",Loan issues
"On  XXXX   XXXX ,  XXXX  I applied to refinance my home mortgage. with  XXXX   XXXX . They ran my information through  XXXX  automated underwriting system and I reported back that I had a mortgage charge off.     I know for a fact that I did not have a mortgage charge off. I contac ted CitiMortgage  immediately to clear the issue. After being hung up on and given the run around, I was told they did not report my account as a charge off. The account in question was refinanced in  XXXX  by them. They have refused any further action or responsibility.     In the mean time ... .CitiMortgage is the only one that can clear this error and my rate lock expires in 14 days.",Loan issues
"This company continuously miscalculates escrow and did n't pay the tax bills I sent to them until I reached out to them 3-5 times. To this day, I have sent XXXX tax bills and only XXXX was paid with my initial request over a month ago. The XXXX tax bills exceeds the escrow amount so I asked that it be increased or recalculated. Instead, they decreased it. Their customer service is usually awful, and people usually have no clue what I 'm even talking about.",Loan issues
"My home was foreclosed on XXXX/XXXX/XXXX, today ( XXXX/XXXX/XXXX ) the mortgage company "" Everhome Mortgage Co '' reported the forecloser on XXXX/XXXX/XXXX. This info is wrong and I have the sheriff sale paperwork to prove that. They are a horrible mortgage company.",Loan issues
I have a Mortgage with Penny Mac and I have been paying escrow they have been pocketing my money and not paying my insurance. I got a call from my insurance agent stating that my insurance was cancelled for non payment.,Loan issues
Bank of America has been servicing my home mortgage for years. I pay bi-monthly and recently XX/XX/XXXX and XX/XX/XXXX they started adding a {$4.00} payment process fee each time to make the payment. This has not happened in the past but recently started.,Loan issues
"Denied for HAFA without proof of appraisal. We submitted a an appraisal of the property for a HAFA short sale to Wells Fargo that came in at $ XXXX. Wells Valued the property at {>= $1,000,000}. Wells then said they re-appraised it and said the property value was still too high but did not give me us a number. The payoff on the first mortgage is around {$110000.00}. We have an offer at {$100000.00}, which should make the homeowner eligible for HAFA. Wells has now countered back and say they need to net {$110000.00} with no valid reasons except investor demands? I think they just do n't want to do a proper HAFA short sale. The homeowner has two egregious home equity, open-end mortgages.",Loan issues
"This is a Business Purpose loan that was done through XXXX XXXX, serviced by XXXX XXXX. BSI Financial purchased the loan XX/XX/2019. 
I adjust our auto-payment to the XXXX for XXXX because our tenant late was going to pay rent late - due to being laid for the Virus. 
After payment, I got a late fee for 10 % of my typical mortgage payment - because our payment was considered late by the XXXX. I never agreed to a late fee being imposed by the XXXX in my original loan agreement. I also never agreed that it would be 10 % of my payment. 
BSI can not purchase my loan and then change the terms of my loan the have to abide by the original agreement.",Loan issues
"I had been working with Carrington Mortgage company since XXXX 2015 on a mortgage loan. I had been pre-approved for {$170000.00}. I was working closely wiht the mortgage loan officer. We finally got a closing date of XXXX XXXX, 2015. On XXXX XXXX, 2015 the mortgage loan officer called and said they needed a few additional days as XXXX of the loan processors was in the hospital. My realtor had me sign a extension contract, extending the closing for XXXX days. XXXX days after the extension was signed I got a call from the mortgage loan officer telling me I would not be getting the loan.",Loan issues
"Please accept this Qualified Written Request for a copy of the Notice of Hearing for a specific file number identified by SunTrust 's law firm as "" File No. XXXX ''. This "" Notice of Hearing '' is distinct and separate from File No. XXXX found within Court file XXXX XXXX XXXX and XXXX within XXXX XXXX XXXX respectfully. 

Thank you - XXXX XXXX XXXX XXXX",Loan issues
"This company is a nightmare to deal with. I made my XX/XX/2018 mortgage payment on XX/XX/2018. Quicken/Rocket mortgage did not apply the payment properly. The credited it to Principal and escrow. They charged me a late fee even thought the payment was early. 

I made the XX/XX/2018 mortgage payment on XX/XX/2018. They credited the payment to XXXX and charged me a late fee even thought the payment was early. They are now claiming I am in default. 

I emailed them and called them. They refuse to correct the error. It is a scam.",Loan issues
"I seek assistance for Loan Modification from CITIMORTGAGE XXXX XXXX. I complied all the needed documents as they required. It 's been several months since they kept telling me that my file is pending review with underwriting. Yesterday XXXX/XXXX/XXXX, I received a letter from CITI that they sold my loan to XXXX XXXX XXXX & it will be taking over starting XXXX/XXXX/XXXX. CITIMORTGAGE has not given me any response or decision on my Loan Modification & they 're doing this transition. Please help me resolve this. Thank you.",Loan issues
"Nationstar Mortgage has mis-applied my advance mortgage payments previously. They have done so again, and It is important to me that the funds are applied correctly, as I am retiring. I must check online both XXXX bank and Nationstar ( first and second Mortgages ), or they change the way they apply the extra funds. The agent from another country jhad so much background noise going on, and was unwilling or unable to correct the issue",Loan issues
As a veteran I applied to refinance my mortgage under a program to lower my mortgage payment under a program as a veteran. After accepting a fixed mortgage to get out of an adjustable rate I received an offer that would considerably lower my mortgage. It was then ( approximately 2 months ago ) I was notified the my credit report reflected the my loan was in forbearance for 2 months. I did not even have that mortgage for 2 months. My lender did a 3 way call with Freedom Mortgage who explained that this was a problem in their system. Now 2 months later I had a job offer with XXXX suddenly removed. I called them to find out about the correction which has not been made. This is also preventing a current refinance opportunity. Please advise.,Loan issues
: ( Property Address ) XXXX XXXX XXXX XXXX XXXX XXXX CA XXXXBalance : $ XXXXAccount : XXXX Min # XXXX ( Inactive! On MERSWHY IS my mortgage STATEMENT SHOWING I OWE over {$69000.00} in interest because the CHASE BANK refuse to take any my payments? Is this Usury and is this illegal over demand an amount?,Loan issues
"Fifth Third uses fuzzy math. I do my calculations with the computer XXXX program for accuracy. 

Fifth Third table shows actual escrow balance {$2700.00}, when XXXX subtracts the {$1500.00} reimbursement, the balance is {$1200.00}. 

Fifth Third XX/XX/2019 statement shows escrow balance of {$1000.00}. 

This is short {$110.00} I also get the same math results of {$110.00} by using paper and pencil Issue a reimbursement check of {$110.00} Pay my homeowner 's policy on time in XX/XX/2019 XX/XX/XXXX",Loan issues
Bank of America mortgage broker XXXX XXXX changed the terms of the loan and has not been replying to my email. I was charged a {$870.00} appraisal fee which never happened. The Bank changed the loan terms after we had agreed to the initial terms and signed the application. Attached are both the initial agreed upon terms and terms changed after the initial application,Loan issues
"I fail to understand why Forbearance can only be extended up to 18 months if started on or before XX/XX/2020. I started on XX/XX/2020 and am still unemployed struggling to survive with a family of XXXX to support. I am starting an entirely new profession and will be attending school for 4 months which is full time, therefore, I will be unable to work a job and attend school. This absolutely makes no sense what so ever that if I started a month earlier, which I didn't need to as I still had a job at that time, I could extend another 6 months. Please someone explain this to me ...",Loan issues
My mortgage was sold to freedom mortgage and inwas offered a streamlined refi after submitting all requested paperwork I did not hear back for several weeks I reached out and was told by the under writers that the refi was closed with no notification to me. I contacted the person who origallny started the refi process for me he started everything up again. Things were going smoothly aside from being asked for even more documents this time which were provided. I was called asking for a pay stub which I sent in on that phone call I was told inwould get weekly up dates. 2 weeks passed and I got no update when I called I was told it was closed again with no notification to me yet again.,Loan issues
I am frustrated at the general consensus that mortgage companies are allowed to collect their interest upfront and not refund the money back if the loan is paid off early. Why are mortgage companies allowed to collect interest on money that has not been lent. Meaning that they should only be allowed to charge interest on the loan as it stands current. Not collect the interest on a note based on 30 years even if it is paid off in 5. I just think that as consumers the mortgage companies should be giving us a choice.,Loan issues
"We filed a complaint several months ago about our on going foreclosure with CitiMortgage. The issue has not been resolved. CitiMortgage fails to respond to any and all of our requests for a loan modification. They also do not disclose the property sale date to us at all, we always have to find out via the local paper. Also, we have reviewed the original loan documents have found a real problem with the appraisal they did on our home. We refinanced the loan we had with Citi for a lower interest rate, the appraisal was inflated by {$47000.00} in only a span of 9 months. We feel this is predatory as Citi signed off on the appraisal which was done by the same appraiser who appraised our home for the previous loan. We have attached the appraisals for your review.",Loan issues
I applied for a loan with Embrace Home Loans. I paid for an appraisal during the loan process. After several months without hearing from anyone I received a turn down notice. I attempted to call Embrace but the person I had been working with never returned any of my calls. I applied with another company and was approved but they need to have an appraisal done as well. I was advised I could transfer the previous loan but Embrace would have to participate in making that transfer. Unfortunately after numerous calls they will not even return my calls so I may get access to an appraisal I paid for. Transferring the appraisal simply required an email on their behalf.,Loan issues
"I AM HAVING TRANSPARENCY ISSUES WITH THIS SERVICER I HAVE BEEN CHARGED LATE FEES AND MORTGAGE LATES REPORTED ON MY CREDIT REPORT WHEN IN FACT I HAVE NEVER BEEN LATE ON THIS LOAN EVEN BEFORE THIS SERVICER TOOK OVER HAD I NOT REQUESTED FOR THEM TO START REPORTED MY LOAD TO THE CREDIT BUREA I WOULD NEVER KNOWN OF THIS ISSUE, AND MY FICO SCORE WOULD HIGHER, THE REAFFIRMATION TOOK PLACE EVEN BEFORE THIS LENDER TOOK OVER AND I HAD REQUESTED IN THE PAST TO HAVE MY LOAN TO BE REPORTED TO NO AVAIL ONLY WHEN I CONTACTED CFPB THINGS STARTED TO COME TO LIGHT I PROBBALLY NOT THE ONLY ONE THIS SERVICER NEEDS AN AUDIT OR SOME FINE THE DETER UNETHICAL BEHAVIOR",Loan issues
"The loan servicer, OCWEN, put homeowners insurance on my mortgage even though I already had a full and sufficient policy on my property. They also included fees for appraisal, inspection and attorney fees. I filed a complaint, XXXX. OCWEN only removed the cost of insurance. I have called to no avail!",Loan issues
"Bank of America as well as Bank of America 's attorney/counsel XXXX XXXX & XXXX have denied overcharging my mortgage by adding fees from the year 2012 to the Present day for services never performed but were added to my mortgage balance. Furthermore, the attorney as well as Bank of America have adding charges such as as cutting my hedges which were not overgrown. Bank of America as well as the attorney have said to contact XXXX XXXX XXXX . I 've tried multiple times but was never responded to.",Loan issues
ocwen has given me bad credit because they say I have not made payments when I have proff that I did.now I cant even get HARP help because they say you need 6 months of making payments and ocwen says I have n't when I have bank statements proving I have .so now I cant get gove.helpor get someone else to take my mortgage even though I made some times two payments a month.i am XXXX.i cant XXXX.i cry all the time.i lost my son and my husband in the last year.now I am going to lose my house.and no ome will help me.can I sue ocwen for putting me through this and making it so I cant even get HARP.my interest is over 10 percent.thats just plain criminal,Loan issues
"We had XXXX company to make the payments of ours home mortgage in XX/XX/2019, then they transfer our account to a company called shellpoint Mortgage Servicing, New Rez LLC dba and since that they only sent to us one paper bill and stop doing it! I called to them and asked about my bill on paper for XXXX and they said that will sent it to me and nothing yet now we are late and their online billing option does not work yet, is not fair that we never have problems with XXXX making payments a month ahead and that since this transfer account we do not wan na gon na get affected with extra fees of late payments and a possibility that they will destroy my credit score that I work hard to keep and maintain in a good score. we need help in this situation, thank you!.",Loan issues
Flagstar Bank recently acquired my mortgage from XXXXXX/XX/XXXX in the process it became apparent that my tax and escrow amounts were miscalculated. upon no less than 3 phone calls Flagstar refused to review the file they were provided at time of acquisition of the loan.,Loan issues
"The prior owner of my property, XXXX XXXX XXXX, XXXX, Ohio XXXX has the cancelled note for the property and I subsequently purchased the property in XXXX 2016. Ocwen identified that they had NO RECORD of an account still existing on the property. Regardless of this XXXX is foreclosing on the property and all references refer back to Ocwen and account number XXXX.",Loan issues
"We paid our mortgage loan ( # XXXX ) in full on XX/XX/2015 to Ocwen ( lender was XXXX XXXX XXXX ). After months of telephone calls, Ocwen has not released the lien on the records of XXXX County Va. I 've dealt with their Office of Consumer Ombudsman, a misnomer to say the least. I even collected a {$500.00} civil penalty under Va. law for their failure to deliver a release to the county clerk within 90 days of payoff, but can not get them to file the satisfaction/release after six months of the XX/XX/XXXX payoff.. I 'm aware of the XXXX dollar settlement with Ocwen & wonder how many complaints there have been like mine. Thanks-XXXX XXXX, XXXX",Loan issues
"I am rewriting my XXXX mortgage. In so doing, I need a subordination agreement from Springleaf Financial. They will not do the agreement until I bring the loan payments current. When I asked when I missed a payment, they were unable to tell me. My bank records show I am current on my payments. They tell me I missed one payment in XX/XX/2013 for {$280.00} yet they tell me I have to pay over {$800.00} to get current. 
Holding up my loan closing to attempt to collect money I do not owe.",Loan issues
In 2016 the borrower passed away I called them told them I was on XXXX and he had passed away and left me some life insurance they said I had to wait a year and after the year they said they don't refinance .... They also denied modifications I applied for now I had to sell my home of 15 years,Loan issues
"Lending tree advertises 30 year mortgage rates. When you inquire about this loan ( what company is offering this rate ) they will not provide this information. 
They refuse to give you any information validating their advertising claims.",Loan issues
"I contacted Milend Inc. to ask about the current interest rates they offer on mortgage loans. The individual I spoke with had taken information in order to give me an "" accurate quote '' on interest rates. After several weeks I receive a letter from Milend informing me that an application for a mortgage loan has been applied. I never made any intent to pursue anything including an application or loan with the company. I specifically mentioned that I only want to know the current interest rates provided by Milend at the time.",Loan issues
"I filed a complaint under number XXXX. I still do n't have all my escrow refund. It 's been three months. I am tired of calling the company, I am tired of the excuses, I am tired of the lies they send back as explanations, I just want my money!",Loan issues
"I received a modified second mortgage from XXXX in XX/XX/XXXX for a 15 year, {$15000.00} balloon originating in XX/XX/XXXX, but was not informed that the modified second mortgage was negatively amortized, raising the balloon payment to {$55000.00}. I learned of the toxic loan from a third party when trying to restructure loans.",Loan issues
"I applied for a modification, with NACA per NACA, Ocwen the mortgage holder is not honoring the chapter XXXX Bankruptcy charge off, and is refusing the modification, if Ocwen had problems with the Bankruptcy they were given the amount of time allowed, to do so. 
They ask for the RMA, they got it, any information they ask for they received it.",Loan issues
"In XXXX, my wife and I got a modification for our mortgages. 
From the XXXX bureaus they were reporting late payments. 
I pulled my credit report and the mortgage was supposed to be reporting positive but did n't. I called my lender in XXXX XXXX to find out why my loan was not reporting positive and was told that my wife filed a chapter XXXX in XXXX and they can not report any activity to the bureaus unless my wife 's attorney re-affirms the loan. Later on I filed an online dispute with all bureaus. XXXX updated the file and closed the account. XXXX did the same. XXXX verified the information and it remains. This has lowered my scores.",Loan issues
"We have automatic payment due for the XXXX of the month. They took XXXX payment on XX/XX/XXXX and we were in the negative because of it. We called to change the due for XX/XX/XXXX and every month after that. We noticed they took another payment on XX/XX/XXXX and that made it double payments put us in the minus again. We attempted several times to correct it, but they put us on hold for 30 minutes and then kicked us off the line. One of them who did that is XXXX and XXXX. All that because our loan was sold and they dont care anymore, to the point that I can not change anything on line. I have to call for everything. And out of one of these calls, I found out my loan has been sold. So far, I did not receive anything about it and who will receive the next payment. AmeriHome or XXXX.",Loan issues
"My refinanced mortgage loan is a non-escrowed account, per the loan documents. 

Freedom Mortgage began escrowing the account for property taxes in XXXX 2017, because it claimed that I had unpaid taxes. I had no unpaid taxes. My taxes were paid on time and I sent the proof to Freedom Mortgage. 

Over the past 12 months, I have attempted to delete the escrow account and revert the account back to have borrower paid property tax. Freedom Mortgage has refused to honor my request. 

Freedom Mortgage has also underpaid the property taxes, which caused fees and interest to accrue and the home to go into tax title. Then, Freedom Mortgage added the fees and interest to the escrow account.",Loan issues
"BSI Financial mailed a Escrow disbursement check naming me and my EX wife the payees. I am divorced, quit claim deed was filed. There is an order of protection on file. I do not have any contact with my ex wife. I mailed in all documentation stating such. They were unwilling to reissue a check with only my name so I could cash it. So there is money sitting not being utilized because of this inconsiderate, corrupt company.",Loan issues
I am trying to refinance my mortgage through the Harp program. SLS ( HELOC ) will not agree to the subordination agreement unless I pay them approximately {$3000.00}. I 've asked a supervisor to me to explain and no one has returned my call. I called again and they still tell have n't return my call.,Loan issues
"XXXX XXXX from Quik fund doing this loan from XX/XX/2020. He gave commitment letter on XXXX XXXX. From then he saying that within 3 days will talk with buyer and seller lawyer and close the loan. then weeks gone and now saying bank don't have only one underwriter and too many file so underwriter still not touch the file. Buyer is well qualified from financial and credit core. All W2 income. But this company and XXXX playing. We went to talk with his boss in the office @ XXXX XXXX, XXXX city and he didn't let us. All the time lying and no response. I want this crook guy and company should be banned.",Loan issues
"I have a mortgage with Freedom Mortgage. Since XXXX 2015, even after I send my payment and they cash it, they send me threatening and abusive letters saying my payment is overdue and they will foreclose. I send copies of all paperwork and they say they will check it out, but nothing improves and the same behavior continues. I USPS track all my payments and send packets of copies of cancelled checks and letters from Freedom.",Loan issues
"We apply for the loan with city wide home loan It was a home loan. 
Loan Officer name XXXX XXXX under writer : XXXX XXXX PHONE XXXX XXXX XXXX XXXX XXXX XXXX XXXX, XXXX XXXX XXXXXX/XX/XXXXUT XXXX We put XXXX XXXX dollar down as agreed earnest money deposit. We were told that we were approved for the loan. We paid {$450.00}, the home inspections fees, when it time to close on the house. We were waiting for das and they keep extended on time but we agree that we will be close on XX/XX/2020 as we done all of our due diligence meet all deadline provide so much document as requested, as the day to closed to no fault of us we were told that we will not be closing on the home no reason given we lost the House a swell as earnest money deposit.",Loan issues
"Chase mortgage continues to charge me {$15.00} for fees but when I call to inquire what the fees are for no one can tell me. I am current on my loan and this {$15.00} could be going toward the principle on my loan so I can pay it off sooner. All I get when I speak with someone is a promise they will find out what it is and they will call me back but I never get a return call. You assistance in this matter would be greatly appreciated. 

Thanks,",Loan issues
I WANT TO SAVE MY HOME I AM BEING PLAYED WITH IF THE LENDING COMPANY DOES NOT WANT TO HELP AND TAKE RESPONSIBILITY THEN I NEED TO SEEK LEGAL ADVICE FOR FILING BANKRUPCTY! THIS LENDER HAS BEEN PLAYING GAMES WITH THE MODIFICATION SINCE LAST YEAR AND IT ROLLED OVER TO 2019 I JUST WANT MY MODIFICATION PLEASE STOP! I HAVE ALL THE RECORED CONVERSATIONS WITH SUPERVISORS -MANAGERS AND THEY EVEN SAID THAT A NEW TRIAL MODIFICATION WILL GO OUT,Loan issues
"Ditech had a mortgage with me that was charged off in XX/XX/2012, they have since applied a new account number to the same account and reported a balance on the closed account using the new account number. Because of the time lapse of 4 years on the account they have submitted a derogatory mark on my credit history resulting in a severe drop in my credit rating.",Loan issues
"My VA Loan, my mortgage company are taking my escrow and increasing my morgate Payments 15-25 % saying they have sort and illegal XXXX insurance on me even thought I have paid up Insurance already for 12 months, now after money complaint The send me a letter saying that my morgate account Have ecsow surplus now XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX. 
XXXX, XXXX. XXXX XXXX",Loan issues
"I would like to get the PMI removed from my mortgage payment. I called their 800 number and was told they can't do that over the phone and I would have to send a letter. I sent a letter to the address she gave me about a month ago ( 27 days ) and have heard nothing. Now, I was looking around my portal on their website and found my Escrow Summary with a phone number. However, the number doesn't have an area code ; there is no way to call them. It's like they don't want me to remove the PMI so they continue to make extra money. 
I have not ever missed a payment or made on late.",Loan issues
"Suntrust Bank cashed a payment sent via online Bill Pay but did not credit mortgage account XXXX image attached ). Check was sent XX/XX/2021 and cashed on XX/XX/2021 to be credited for XXXX. Bank has not accepted attempts to pay mortgage in XXXX XXXX they rejected our XXXX payment ). Suntrust now considers us to be in default. Additional payments were sent via Bill Pay XXXX Bank disabled our ACH options ) but were not credited to our account. Despite numerous attempts, I have not been able to get in contact with anyone at the bank that can help. More details in the attached.",Loan issues
"Wells Fargo without any form of notice and after refusing to discuss alternative solutions has my home for sale on XXXX/XXXX/2015. I have applied for a modification and submitted all request documents and have not been contacted by them. My title work from the date of purchase does not indicate that Wells Fargo has any ownership right to my property and I have sent them a Qualified Written Request ( QWR ). Wells Fargo has refused to tell me who the attorney is handling the upcoming sale of my property nor have they informed the other owner of the property, this party is on title but not on the debt.",Loan issues
"My wife has been in contact with XXXX XXXX and XXXX XXXX, of Alliance Home Loans, and has asked them both to take us off of their mailing lists. XXXX assured my wife that we would be removed from their mailing lists and that we would no longer hear from them. We have since received a few more mailers regarding refinances from their office. They have sent us countless letters from XXXX, XXXX, and her husband, XXXX.",Loan issues
"This complaint is in regards to a mortgage statement we received from our servicer NewRez LLC DBA Shellpoint Mortgage Servicing with a Payment Due Date of XX/XX/2021. 

XXXX. The statement shows the Payment Amount as {$0.00}. Why is the Payment Amount shown as {$0.00}? 

XXXX. What is the Attorney Cost Disbursement charge in the amount of {$350.00}? The only payment that we owe NewRez LLC DBA Shellpoint Mortgage is a principal, interest and escrow payment. 


The above referenced Mortgage Statement has a Payment Due Date of XX/XX/2021 but we did not receive this statement until XX/XX/2021.",Loan issues
I am complaining about Shellpoint Mortgage Servicing. Recently my attorney sent the servicer the sum of {$170000.00} to pay down the principal of my mortgage and the servicer sent the money back for no reason.,Loan issues
"XXXX Transfer my loan to SLS. SLS does not acknowledge my XX/XX/XXXX payment, I did make my XX/XX/XXXX payment and I have not received any statements since XX/XX/2016. Similar situation happen when XXXX transfer my mortgage to XXXX, and that episode ended in a fraudulent foreclosure.",Loan issues
"Hi, Please refer to my previous case # XXXX. Caliber Home Loans is delinquent with my taxes once again. If this company can not pay my taxes on time, I would like my escrow refunded to me and I will pay the taxes. I am sick and tired of their excuses which leave me to believe they are using my money for something else. According to my township, they are receiving notices. Please advise what the next steps are.",Loan issues
"Flag star bought our mortgage in Fall 2020 and we immediately called them to make sure they had all necessary information for payments, escrow, insurance, taxes, etc. There has been a consistent pattern of Flagstar employees not documenting our calls or the information we give them regarding our loan ( property insurance info, our own contact info, etc. ) and making false claims about contacting us and leaving messages when they have not done so. They are now threatening to purchase their own property insurance for us because they refuse to document the the property insurance we already have with information I have supplied them on multiple occasions which they refuse to document.",Loan issues
"I am disputing information on my Pennymac mortgage which is now closed. The late payment dates that the company is reporting is incorrect. They are listing dates that I actually paid. I sent the company over verification of the dates in question but they did not respond. 
Furthermore, during the times that I was late with my payments, I informed the company and provided documentation that I was out of work on medical leave due to an unexpected illness. I have since returned back to work and have paid all my bills on time. 

The account is now closed but the late payments are hindering my score and my financial progression which is crucial during the current COVID-19 pandemic.",Loan issues
I currently pay every week due to budgetary restrictions. When the payment is processed it get applied to the principal and not the monthly payment. Each month I have to contact the company to correctly apply my payment. It appears that the payments are not posted to the actual payment date. It appears as though the payments are applied to the payment due date. By doing this the interest is not reduced at a faster rate and making me eligible for an early payoff.,Loan issues
